2017-01,30
2017-02,65
2017-03,100
2017-04,125
2017-05,159
2017-06,207
2017-07,242
2017-08,275
2017-09,307
2017-10,350
2017-11,365
2017-12,368
2018-01,385
2018-02,399
2018-03,418
2018-04,466
2018-05,494
2018-06,513
2018-07,537
2018-08,627
2018-09,636
